% 1. Title: Runtime security attributes
% 
% 2. Sources:
%      (a) Creator: Francisco Ramirez (fmr067@cs.bham.ac,uk)
%      (b) Date: January, 2016
% 
@RELATION selfsecure

@ATTRIBUTE agent                    NUMERIC
@ATTRIBUTE position                 {Administrator,Researcher,Lecturer}
@ATTRIBUTE location                 {SecuredLocation,UnknownLocation,HostileLocation}
@ATTRIBUTE device                   {UniversityDevice,SharedPublicDevice,PersonalDevice}
@ATTRIBUTE informationSensitivity   {TopSecret,Secret,Classified,Restricted,Official,NonClassified,Clearance,CompartmentedInformation}
@ATTRIBUTE asset                    {VoiceCommunication,File}
@ATTRIBUTE feature                  {EncryptionTlsSsl,Proxies,MediaEncryptionSRTP,EncryptionAtRest,EncryptionAtTransit,DifferentEncryptionKeysPerFile,PasswordProtectedFiles,SegmentationOfFiles}
@ATTRIBUTE securityLevel            {Unsecured,FairlySecured,Secured}
%@ATTRIBUTE service                 {VoIPServices,CloudStorageServices}
%@ATTRIBUTE featureSupported        {68bitsWEP2,128bitsAES,1028bitsAES,128bits3DES,256bitsAES,1024bitsAES,ArmyVPNwith64bitsWPA2-PSK,ArmyVPNwith128bitsAES,OnionRooting,NoMediaEncryption,MediaEncryptionIsSupportedSRTP,NoEncryptionAtTransit,NoDifferentEncryptionKeysPerFile,DifferentEncryptionKeysPerFile,NoPasswordProtectedFiles,PasswordProtectedFiles,NoSegmentationOfFiles,SuppportSegmentation}
%@ATTRIBUTE DataRate                NUMERIC  % mbits/s
%@ATTRIBUTE CPU                     NUMERIC  % CPU core @ 2.1 Ghz
%@ATTRIBUTE Memory                  NUMERIC  % Mbyte
%@ATTRIBUTE DiskSpace               NUMERIC  % Gbyte

@data
6273954251,Lecturer,SecuredLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
6273954251,Lecturer,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
9520237939,Lecturer,SecuredLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
9520237939,Administrator,UnknownLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
9520237939,Lecturer,UnknownLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
9520237939,Lecturer,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,Secured
9520237939,Administrator,UnknownLocation,UniversityDevice,Secret,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
9520237939,Researcher,SecuredLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
9520237939,Researcher,SecuredLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
9520237939,Administrator,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,Secured
9520237939,Researcher,HostileLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3557627701,Administrator,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3557627701,Administrator,SecuredLocation,PersonalDevice,TopSecret,SpeedAccessFiles,PasswordProtectedFiles,Secured
3557627701,Researcher,SecuredLocation,UniversityDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,Unsecured
3557627701,Lecturer,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
3557627701,Lecturer,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
3557627701,Administrator,HostileLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3557627701,Administrator,UnknownLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtRest,FairlySecured
3557627701,Researcher,HostileLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3557627701,Researcher,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
1527632912,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,FairlySecured
1527632912,Administrator,SecuredLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1527632912,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
1527632912,Lecturer,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
1527632912,Lecturer,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Secured
1527632912,Researcher,SecuredLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
1527632912,Researcher,SecuredLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
1527632912,Researcher,HostileLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
1527632912,Researcher,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
9502060281,Researcher,UnknownLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,Proxies,Secured
9502060281,Lecturer,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
9502060281,Researcher,HostileLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9502060281,Researcher,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
9502060281,Administrator,SecuredLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,Proxies,FairlySecured
9502060281,Researcher,HostileLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
9502060281,Researcher,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
9502060281,Administrator,SecuredLocation,SharedPublicDevice,Secret,SpeedAccessFiles,SegmentationOfFiles,Secured
9502060281,Lecturer,SecuredLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
9295515444,Researcher,UnknownLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,Proxies,Secured
9295515444,Lecturer,HostileLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
9295515444,Lecturer,SecuredLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
9295515444,Researcher,SecuredLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
9295515444,Administrator,UnknownLocation,UniversityDevice,Secret,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9295515444,Lecturer,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Unsecured
9295515444,Administrator,SecuredLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
9295515444,Lecturer,HostileLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
9295515444,Researcher,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,Secured
1277900818,Researcher,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,EncryptionAtRest,FairlySecured
1277900818,Researcher,HostileLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
1277900818,Researcher,HostileLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,Proxies,FairlySecured
1277900818,Administrator,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
1277900818,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
1277900818,Administrator,SecuredLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
1277900818,Lecturer,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
1277900818,Researcher,SecuredLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,Proxies,Secured
1277900818,Administrator,SecuredLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
375056726,Administrator,HostileLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Secured
375056726,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
375056726,Researcher,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
375056726,Researcher,HostileLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
375056726,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
375056726,Researcher,SecuredLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
375056726,Lecturer,UnknownLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
375056726,Researcher,SecuredLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
7357175780,Administrator,UnknownLocation,SharedPublicDevice,TopSecret,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
7357175780,Researcher,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
7357175780,Researcher,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,Unsecured
7357175780,Administrator,UnknownLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,Secured
7357175780,Administrator,HostileLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
7357175780,Lecturer,HostileLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
7357175780,Researcher,SecuredLocation,UniversityDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
7357175780,Administrator,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
4629262481,Administrator,UnknownLocation,UniversityDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,Unsecured
4629262481,Researcher,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
4629262481,Lecturer,UnknownLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Unsecured
4629262481,Administrator,UnknownLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
4629262481,Lecturer,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
4629262481,Administrator,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,Proxies,FairlySecured
4629262481,Researcher,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,Unsecured
4629262481,Administrator,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
1969785516,Administrator,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
1969785516,Administrator,UnknownLocation,SharedPublicDevice,Official,SpeedAccessFiles,SegmentationOfFiles,Secured
1969785516,Researcher,HostileLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
1969785516,Lecturer,SecuredLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Unsecured
1969785516,Administrator,SecuredLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,Proxies,Secured
